IMAGE_FILE	DESCRIPTION	AUTHOR	TITLE	TECHNIQUE	DATE	TYPE	SCHOOL	TIMEFRAME
38903-00bagli1.jpg	The frescoes decorating the main hall of the villa in Massanzago in the Province of Padua were attributed until the 1980s to various eighteenth-century painters, such as Jacopo Guarana, Giovanni Battista Crosato or Giambattista Pittoni. However, it turned out that the frescoes are the early works by Giovanni Battista Tiepolo. Obvious stylistic and iconographic similarities between these frescoes and other early Tiepolo works were pointed out.The work at the Villa Baglioni began immediately after the wealthy Venetian publisher Giambattista Baglioni acquired in 1718 the seventeenth-century villa in Massanzago. The frescoes cover the entire wall surface of the main hall, illusionistically breaking through the walls and creating a boundless space, thanks to the faux architectural structure conceived by Girolamo Mengozzi Colonna, who henceforth would be Tiepolo's most frequent collaborator, working on almost all of his large-scale decorative projects in Venice and the Veneto.The theme of the frescoes is the Myth of Phaethon, based on Ovid's Metamorphoses. The principal episode, Phaethon Asking His Father to Let Him Drive the Chariot of Sun, is staged on the east wall. The opposite wall is divided into two parts by the doors that lead into the hall from the monumental staircase. The right portion of the wall contains the Fall of Phaethon, the left part shows the Heliads, sisters of Phaethon. The frescoes on the short walls depict monochrome figures of the Four Regions of the World. The ceiling, which opens up to a faux sky, contains a depiction of The Triumph of Aurora	TIEPOLO, Giovanni Battista	View of the main hall	Fresco	1719	interior	Italian	1701-1750
33336-2descent.jpg	This altarpiece was commissioned for the chapel in the Ch&#226;teau de Fontainiebleau	REGNAULT, Jean-Baptiste	The Descent from the Cross	Oil on canvas, 425 x 233 cm	1789	religious	French	1751-1800
01025-s_portra.jpg	Both the authorship of the portrait and the identity of the sitter are debated. The painting perhaps was executed by Sofonisba's sister, Lucia, and the sitter could be Minerva, another daughter of Amilcare Anguissola	ANGUISSOLA, Sofonisba	Self-Portrait	Oil on canvas, 45 x 34 cm	1550s	portrait	Italian	1551-1600
37103-1apostl2.jpg	The individual apostles cannot be identified with the exception of Peter and John, who stand in the panel to the left of the Christ-Thomas grouping. The idea of presenting pairs of apostles in debate is borrowed from the bronze doors that Donatello created for the Old Sacristy at San Lorenzo, Florence. Signorelli borrowed not only some of the compositional features of Donatello's reliefs but also specific iconographic details. Like Donatello, he depicts his apostles barefoot and draped in classical garments, eschewing any identifying attributes and even halos	SIGNORELLI, Luca	Pair of Apostles in Dispute	Fresco, 238 x 200 cm	1477-82	religious	Italian	1451-1500
15206-cupid.jpg	The story of Cupid and Psyche is not a myth but a late antique fairy tale, by Lucius Apuleius (2nd century AD) in the Metamorphoses, or Golden Ass. Psyche was a maiden so beautiful that she aroused even Venus' envy. Cupid, sent by the goddess to arouse Psyche's love in some worthless being, fell in love with her himself.	GENTILESCHI, Orazio	Cupid and Psyche	Oil on canvas, 137 x 160 cm	1628-30	mythological	Italian	1551-1600
00676-s_james.jpg	"In this painting Andrea del Sarto appears to reflect on an archaising iconography in the style of Fra Bartolomeo. The figure is large and dominant, yet the proportions between the masses and the space are accurate. Even the extended spreading of the colours seems intended to lighten the weight of the figure, which due to the faint and uncertain light stands alone and isolated against the background surroundings.It is the standard of the Compagnia di San Jacopo del Nicchio. The two children wear the costume of the ""battuti"". It is a late work and very beautiful.The painting was restored in 1989"	ANDREA DEL SARTO	St James	Oil on canvas, 159 x 86 cm	1528-29	religious	Italian	1501-1550
09037-12sylvia.jpg	Claude's very last picture, the Landscape with Ascanius Shooting the Stag of Sylvia is one of Claude's purest inspirations from the poetry of Virgil.In the painting the yellows have faded completely, leaving a bluish tinge over the whole, and the entire surface has been abraded. As a result the picture has an unnatural and ghostly feeling. The composition is one of Claude's most calculated, with trees, distant landscape and figures in total harmony. The Deruet-like figures are more.prominent than usual, with their bright blues and reds. The story is a tragic one: Ascanius accidentally shoots the stag of Sylvia, which unleashes a brutal war of revenge. It is fitting that Claude should have ended his career on this theme without depicting brutality, as it sums up his gentleness of temperament as an artist.The painting was executed for the Principe Colonna and was still in the collection in 1783	CLAUDE LORRAIN	Landscape with Ascanius Shooting the Stag of Sylvia	Oil on canvas, 120 x 150 cm	1682	landscape	French	1651-1700
29703-classica.jpg	"This painting is a ""capriccio"" or invention, it is characteristic of Norie senior's ideal landscapes. The dimensions of the painting suggest that it was designed to fit over a doorway or to be inserted into a wall"	NORIE, James	Classical Landscape with Architecture	Oil on canvas, 68 x 136 cm	1736	landscape	Scottish	1701-1750
27048-dance.jpg	This painting is an example of the Bambocciata painted by Dutch artists in Rome. (Bambocciata: genre scene of popular life in the suburbs of Rome made popular by the Netherlandish painter Pieter van Laer, known in Italy as Il Bamboccio.) A Genoese nobleman commissioned Miel to paint scenes from the Roman carnival for his Roman apartment. In this canvas the painter set the popular characters of the Comedia dell'Arte in a small trattoria	MIEL, Jan	Dance in the Trattoria	Oil on canvas, 51 x 67 cm	1647-49	genre	Flemish	1601-1650
13151-kanzler.jpg	This is a posthumous portrait of the Nuremberg Chancellor Heinrich Schilther who was a participant in the Konstanz Council in 1414-1418	ELSNER, Jakob	Posthumous Portrait of Kanzler Heinrich Schilther	Tempera on pine panel, 30 x 20 cm	c. 1495	portrait	German	1451-1500
19172-53nohorn.jpg	"At mid-height on the right side an inscription: ""AETAT SVAE 38 / AN 1638"". Andries van der Horn was an important member of the Haarlem society, his portrai can be found also in the group portrait Officers and Subodinates of the St George Civic Guard Company (c. 1639)"	HALS, Frans	Andries van der Horn	Oil on canvas, 86 x 67 cm	1638	portrait	Dutch	1601-1650
07586-53mercy0.jpg	From the fiefs of the Colonna family Caravaggio took refuge in Naples, in 1606. There he began to work again with his usual, astounding speed. Early in January 1607 he was paid for the immense altarpiece commissioned to him by the Pio Monte di Misericordia (where it may still be seen today). The painting shows the Seven Acts of Mercy. It is very complicated in its organization. Caravaggio actually had to add a series of figures (two angels and the Madonna and Child, the latter painted later) in the upper part of the painting, which make the composition of the picture the most complex, perhaps, in any of his works. Caravaggio did not paint exemplary episodes intended to stir the viewer to religious piety through the illustrative emphasis of gestures and feelings. Rather, he entrusted the educational effectiveness of his works to the evidence of things in themselves, in the conviction that nothing should be added above and beyond what is already contained in the intrinsic eloquence of the various poses.The seven acts of mercy represented on the painting are the following. On the right appear the (1) burial of the dead and the episode of the so-called Carita Romana (Cimon's daughter giving her father suck in prison), which contains at once the two charitable acts of (2) visiting prisoners and (3) feeding the hungry. (4) Dressing the naked appears in the foreground, symbolized by St. Martin and the beggar. Next to this scene, the host and St. James of Compostela allude to the (5) offering of hospitality to pilgrims. (6) Relieving the thirsty is represented by Samson drinking from the ox jaw. The youth on the ground behind the beggar of St. Martin may also represent the merciful gesture of (7) caring for the sick.We readily apprehend the artist's power of synthesis, which concentrates a conceptual content that is potentially quite dispersive, in the model behavior of a few figures. The large painting was widely copied and studied by seventeenth-century Neapolitan painters, who drew ideas and formal devices from it	CARAVAGGIO	The Seven Acts of Mercy	Oil on canvas, 390 x 260 cm	c. 1607	religious	Italian	1551-1600
34833-vanitas.jpg	Pieter van Roestraeten was a Dutch genre and still-life painter. He, and Vincent van der Vinne, a Haarlem painter best known for his still-lifes, are the only documented students of Frans Hals. However, not a trace of their contact with him is evident in their works. Van Roestraeten married Adriaentje, Frans Hals's daughter of his second marriage	ROESTRAETEN, Pieter Gerritsz. van	Vanitas	Oil on canvas, 71,5 x 57,5 cm	1696	still-life	Dutch	1651-1700
19213-77post.jpg	The identification of the friendly sitter  for this small informal portrait as the Haarlem landscapist Frans Post (c. 1612-1680) is based on an inscription written on the lower margin of an impression of the first state of Jonas Suyderhoef's reverses engraving of it at the Albertina, Vienna. The print and the little painting are almost identical in size, which suggests that the painting was painted as a 'modello' for the engraving	HALS, Frans	Frans Post	Oil on panel, 27,5 x 23 cm	c. 1655	portrait	Dutch	1601-1650
29969-winter_s.jpg	Isack van Ostade was the short-lived younger brother of the painter of scenes from peasant life, Adriaen van Ostade. They were both born, lived and worked in Haarlem, and Isack was a pupil of his brother who was eleven years his senior. Isack joined the guild in 1643. His earliest paintings - the first dated picture is from 1639 - are peasant interiors dependent on Adriaen's, but towards the end of his brief career he became more interested in outdoor scenes and produced a series of beautiful and original landscapes, often set in winter. This deliberately picturesque view, its low viewpoint serving to outline the wooden bridge against the sky, is one of his finest paintings. It is rich in its treatment of the details of peasant life, whose harsh aspects (as seen, for example, in the figure of the man labouring under his load of faggots) are relieved by the pleasure taken by the child in the anticipation of skating on the frozen river.	OSTADE, Isaack van	A Winter Scene	Oil on wood, 48,8 x 40 cm	c. 1645	landscape	Dutch	1601-1650
33510-15portra.jpg	Catalogue number: Bredius 167.The Portrait of a Man and its pendant Portrait of a Woman depict members of the Van Beresteyn family. Several portraits of members from this family by Michiel van Miereveld and Jacob Delff are known, but attempts to identify the sitters more precisely were unsuccessful.The male portrait was probably painted exclusively by Rembrandt, while a collaborator could have played a minor role in the execution of the female portrait	REMBRANDT Harmenszoon van Rijn	Portrait of a Man	Oil on canvas, 112 x 89 cm	1632	portrait	Dutch	1601-1650
34866-hercules.jpg	The subject of the painting was taken from the Biblotheca by Apollodoros. The mythological story depicted in the painting is the following.For murdering his friend Iphitus in a fit of madness Hercules was sold as a slave to Omphale, queen of Lydia, for three years (Apollodorus 2.6:3). But she soon alleviated his lot by making him her lover. While in her service he grew effeminate, wearing women's clothes and adornments, and spinning yarn.	ROMANELLI, Giovanni Francesco	Hercules and Omphale	Oil on canvas, 100 x 133 cm	1650s	mythological	Italian	1651-1700
34861-cecilia.jpg	St Cecilia is a Christian saint and virgin martyr believed to have lived in the 2nd or 3rd century. She is the patron saint of music, her attribute being the organ (often the portative type). She is often represented as personification of music with various musical instruments.	ROMANELLI, Giovanni Francesco	St Cecilia	Oil on canvas,	-	religious	Italian	1651-1700
36398-holyfam.jpg	This painting of the Holy Family shows the Virgin and St Joseph with the sleeping Christ Child. It is derived from  Raphael's celebrated composition for the so-called Madonna of Loreto.	SASSOFERRATO	Holy Family	Oil on canvas, 135 x 99 cm	-	religious	Italian	1601-1650
19205-72portwo.jpg	The assumed companion-piece of the painting, representing the husband of the unknown sitter, is in the Nartional Gallery of Art, Washington	HALS, Frans	Portrait of a Woman	Oil on canvas, 108 x 80 cm	1648-50	portrait	Dutch	1601-1650
18716-portego.jpg	The frescoes in this airy portego were completed by Jacopo Guarana at the end of 1772; the chandeliers are from Murano	GUARANA, Jacopo	View of the portego	Fresco	1772	interior	Italian	1751-1800
02938-st_luke.jpg	This painting is a copy of a painting by the Master of Flémalle (Robert Campin)	BAEGERT, Derick	Saint Luke Painting the Virgin	Oil on panel	c.1470	religious	German	1451-1500
42523-elegant.jpg	Verkolje specialised in refined portraits and genre scenes, in the manner of Gerard Terborch and Caspar Netscher as well as Johannes Vermeer. Each of these artists was responsive to the taste of the Dutch court at The Hague. In the present painting, an officer  in the Dutch army romances an exquisitely beautiful young woman, who combines the grace of a dancer with the poise of the patrician class	VERKOLJE, Johannes I	An Elegant Couple with Musical Instruments in an Interior	Oil on canvas, 97 x 82 cm	1674	genre	Dutch	1651-1700
20241-ziegler.jpg	Huber was a German painter, draughtsman and woodcut artist, who, after Altdorfer, was the most important member of the Danube school. He worked in Regensburg and Passau. Few paintings by him are known and it is in woodcuts and drawings that his lyrical approach to landscape can best be seen.The sitter of this portrait, Jacob Ziegler, was a scholar who lived a wandering life in Europe. In his old age he lived in the house of the Bishop of Passau. This portrait was executed here when he was about seventy years old	HUBER, Wolf	Portrait of Jacob Ziegler	Oil on wood, 58,5 x 44 cm	c. 1540	portrait	German	1501-1550
40863-07louis2.jpg	The unknopwn painter of this portrait belonged to the circle of the Limbourg brothers	UNKNOWN MASTER, Flemish	Louis II of Anjou	Watercolour on paper, 222 x 173 mm	c. 1415	portrait	Flemish	1401-1450
37416-portlady.jpg	This small panel was probably made in the 1670s, when Slingeland executed most of his delicate, genre-like portraits. It depicts in great detail a young woman standing in half-length and in three-quarter profile, with her head turned to the left, facing the viewer. In her right hand the lady holds a single pink rosebud; her left arm rests gracefully on a stone balustrade.The painting is a betrothal or marriage portrait and in 1773 had a pendant, a portrait of a man with a statue of Mercury	SLINGELAND, Pieter Cornelisz. van	Portrait of a Lady Holding a Rose	Oil on panel, 20 x 17 cm	1670s	portrait	Dutch	1651-1700
41169-x_sebast.jpg	This panel was one of the side wing of an altar triptych which the workshop of Lucas Cranach the Elder produced for the Bishop of Eichst&#228;tt. The local patron saints Willibald and Walburga, adored by the bishop, occupied the central panel, which is now in the Historical Museum in Bamberg. The side wings with Sts Sebastian and Roch on the inner sides are still in the possession of the diocese.The representation of St Sebastian does not follow the pictorial tradition, he is only recognisable in the general iconographic context and from the arrow, his attribute, which he holds in his hands. His contemporary dress and facial features suggest a portrait of Count Philipp of Solms-Lich as a historiated portrait. Count Philipp of Solms-Lich (1468-1544) was an imperial councilor under Maximilian I and Charles V, and at the electoral court of Frederick the Wise	UNKNOWN MASTER, German	St Sebastian	Tempera on wood	c. 1520	religious	German	1501-1550
42742-racehors.jpg	Horace Vernet enjoyed royal patronage, one of his earliest commissions was a group of ten paintings depicting Napoleon's horses. These works reveal his indebtedness to the English tradition of horse painting. The present painting was commissioned in Paris in 1828 by Jean-Georges Schickler, a member of a German based banking family, who had a passion for horse racing	VERNET, Horace	A Saddled Race Horse Tied to a Fence	Oil on canvas, 82 x 101 cm	1828	genre	French	1801-1850
21482-eremiti1.jpg	Shortly after the completion of the ceiling in the Galleria of the Palazzo Farnese, Annibale and his pupils, who included Domenichino and Giovanni Lanfranco, were asked to provide decorations for a palazzetto behind Palazzo Farnese, across the Via Giulia. The decoration consisted of mainly landscapes. In keeping with the character of the building, a casino in a garden, they represented mythological episodes. A few years later, Cardinal Odoardo Farnese decided to add a small room (Camerino degli Eremiti) to the Palazzetto Farnese as a Christian retreat where he could withdraw for his devotion. Giovanni Lanfranco was responsible for its entire decoration which consisted of four large frescoes, and nine ceiling panels, only two of which survived, Mary Magdalen Raised by Angels and Christ Served by Angels	LANFRANCO, Giovanni	Mary Magdalen Raised by Angels	Oil on canvas, 109 x 78 cm	c. 1616	religious	Italian	1601-1650
11201-1880s_20.jpg	After 1880 Degas also explored the theme of women bathing. French artists devoted a significant part of their work to the praise of woman's beauty, albeit less in the nineteenth than in the eighteenth century. Unlike to his predecessors, Degas describes intimate scenes without intimacy, bodies without sensuality. The women bathing, washing, drying themselves, combing their hair or having it combed, are mainly seen from behind. They do not seem to heed the intimacy of the boudoir or bathroom scene. Degas's matter-of-fact depictions of woman was criticized by his contemporaries	DEGAS, Edgar	Woman Combing Her Hair	Pastel on paper on cardboard, 87 x 57 cm	1887-90	genre	French	1851-1900
24868-madonna1.jpg	Although in the 1440s Filippo Lippi explored a variety of solutions for showing the Madonna and Child within or against an architectural niche, with the Child resting on a parapet - the finest example is that in Washington - in none of these is there a similar illusionistic intent, with the parapet and tabernacle window conceived as though projecting into the viewer's space. The point of reference for the author of this painting was certainly Donatello' Pazzi Madonna.The artist of this picture certainly spent time in the workshop of Filippo Lippi: the spherical heads and curiously boneless hands relate to Lippi's works of the late 1430s - especially the Tarquinia Madonna and the Barbadori Altarpiece	MASTER of Pratovecchio	Madonna and Child	Tempera on wood, 99 x 70 cm	1440s	religious	Italian	1451-1500
23627-refector.jpg	The Genoese Alessandro Magnasco was taught by his father Stefano and a little known Milanese painter, Filippo Abbiati, and began by painting in a conventional seventeenth-century style. During his stay in Florence at the beginning of the eighteenth century, however, he became acquainted with the work of Salvator Rosa and the etchings of Callot, and under their influence developed a content and style of his own. His themes were bizarre, different from anything to be seen in Genoa, Milan, or indeed anywhere in Italy; nor did his manner of painting resemble that of any other artist in Italy. He depicted imaginary scenes, capriccios in many of which monks are seen in strange settings or tiny figures in stormy landscapes. In his paintings, which are usually small, the figures are oddly elongated, the strokes of the brush vibrating and restless; indeed, everything seems to be in flickering movement.The number of people depicted in this painting and the richness of the decorations lead us to think that this may have been the General Chapter of the Franciscan Order	MAGNASCO, Alessandro	The Observant Friars in the Refectory	Oil on canvas, 176 x 143 cm	c. 1740	religious	Italian	1701-1750
07880-1camerin.jpg	The Villa Caldogno is the result of one of Palladio's early projects. Its construction began in 1542, at the behest of Losco Caldogno, an aristocrat and silk merchant from Vicenza, who had inherited an agricultural complex and fields in Caldogno the year before. Construction of the building and the decoration of the interiors extended over a long period of time, brought to completion only in 1570.The fresco decoration of the loggia, the Central Hall, and two other rooms (Room of Scipio and Room of Sofonisba) was completed by Giovanni Antonio Fasolo and Giovanni Battista Zelotti by 1570. In 1646, the interior distribution of the space was modified and a new small room (camerino), connecting the Room of Scipio and the Room of Sofonisba, was frescoed by the young Venetian painter Giulio Carpioni. These frescoes illustrate scenes from Guarino Guarini's Pastor Fido (The Faithful Shepherd). The room was partly frescoed earlier by an unidentified sixteenth-century painter with some episodes taken from Torquato Tasso's Aminta.Carpioni's paintings in the camerino unfold in three compartments on the walls, each containing an episode from the poem; the compartments are embellished along the side edges with refined, colourful floral festoons. The scenes depict: The Coronation of the Nymph Amaryllis, Winner of the Kissing Competition; The Pursuit of Corsica by a Satyr; and the Wounding of Dorinda, Mistaken by the Shepherd Silvio for One of His Prey. In the corners of the room, as a connective element, are two unusual, extremely lively candelabra. Completing the cycle, above the two doors are the scenes Cupid Taming the Lion and The Struggle between Erote and Anterote	CARPIONI, Giulio	View of the Pastor Fido camerino	Fresco	1646	interior	Italian	1601-1650
42197-stillife.jpg	The picture represents a still-life of roses, carnations and other flowers in a sculpted urn with fruit and other flowers below	VEERENDAEL, Nicolaes van	Still-Life	Oil on canvas, 80 x 63 cm	1689	still-life	Flemish	1651-1700
34926-07gartem.jpg	The fresco cycle in the vault of the monastery church of Saint-Savin-sur-Gartempe narrates stories from the Old Testament in a rather confusing sequence. When establishing the narrative composition, priority was given to the arrangement of narrative events rather than to the continuous narrative flow. Thus, popular subjects, such as Noah's Ark, were made to stand out in spectacular fashion.As was common in the Middle Ages, the artist who created this picture showed the ark as a lateral elevation. Judging by its hull, the ark is a Viking ship with a stem fortified by monsters, and a three-story superstructure and small wheel-house just as described in the Bible. Animals look out through the round-arched windows, and Noah's family crouch above	ROMANESQUE PAINTER, French	Noah's Ark	Fresco	c. 1100	religious	French	1051-1100
10177-2judith4.jpg	Cranach often portrayed Judith as a single figure with the severed head of her adversary, the narrative cycle from Gotha is unique in his work. The first panel shows Holofernes entertaining his guest, while on the second panel Judith's maid takes his severed head and hides it in a sack	CRANACH, Lucas the Elder	Judith Dining with Holofernes	Oil and tempera on limewood, 99 x 73 cm	1531	religious	German	1501-1550
07775-60meetin.jpg	"Canvas No. 6 of the series of nine large paintings ""Stories from the Life of St Ursula"".The same colour tone and mood as in the Apotheosis, but used in a much more self-assured perspective composition, appears again in the Meeting between Pope Cyriacus and the Pilgrims. Scholars do not agree on the dating of this canvas and suggestions go from 1491, the same year as the Apotheosis of St Ursula, to 1493, the year of the Martyrdom of the Pilgrims and the Funeral of St Ursula. Even the question of the identification of the character in red standing next to Pope Cyriacus as Ermolao Barbaro, an eminent Humanist and the Venetian ambassador to the Vatican who died in 1493 after having fallen out of grace in Venice, is used in different ways by the advocates of the various chronological theories. The style of the canvas would appear to suggest a more mature period than the Pilgrims' Arrival in Cologne canvas, which dates from 1490.The scene of the meeting takes place in the bright afternoon light: to the left, the retinue of virgins is shown approaching along the path, while the English Prince and Ursula, in the centre, kneel in front of Pope Cyriacus; and to the right the procession of bishops, prelates and dignitaries unfolds in the bright, sunlit meadow outside the walls of Rome. Each figure projects its own shadow to emphasize the hour of the day in which the historic meeting is taking place; like a brilliant colour prism it revolves slowly in an atmosphere of absolute enchantment. The calculated stage-like arrangement of the characters is echoed in the setting of the eight standards, the white mitres, the regular geometric shapes of the huge construction of Castel Sant'Angelo. Not even the tiniest of details is lost on this enormous stage: the lavish ornamentation of the damask copes, or the group of clarion players standing out against the sky on the castle's bastions, or the ivy clinging to the walls"	CARPACCIO, Vittore	The Pilgrims Meet the Pope	Tempera on canvas, 281 x 307 cm	c. 1492	religious	Italian	1501-1550
15431-latina2.jpg	Between November 1475 and April 1476 Domenico Ghirlandaio and his brother Davide received payments for painting half-figure bust portraits of ancient philosophers and Church fathers, together with inscription ribbons, in the Biblioteca Latina at the Vatican Palace. These paintings were rediscovered in 1967	GHIRLANDAIO, Davide	Aristotle and Diogenes	Fresco	c. 1475	mythological	Italian	1451-1500
28714-y_christ.jpg	This is the primary signed and dated version of three panels representing the young Christ which Montagna executed in or around 1507 when the artist was in Verona.The iconography of representations of the young Christ was well established in the Veneto in the 16th century. The inspiration for many of these representations probably depended on a lost prototype by Leonardo or on Albrecht Dürer's Christ Among the Doctors, which was in Venice in the early 16th century.The panel is signed, inscribed and dated on the ledge: CHRISTVS VIVIFICAT SVAM FIGVRAM . MDVII ./ MONTAGNAE CELEBRIS MANVS VENVSTAT. DIE. III MARCII	MONTAGNA, Bartolomeo	The Young Christ	Oil on panel, 37 x 28 cm	1507	religious	Italian	1451-1500
10285-02luthe1.jpg	The painting can be dated around 1520, the date 1517 in the top left corner is a later addition. The underdrawing of the portrait is extremely detailed, suggesting that it was drawn directly from the subject during a portrait sitting	CRANACH, Lucas the Elder	Martin Luther as an Augustinian Monk in a Doctoral Hat	Oil and tempera on wood, 40 x 27 cm	c. 1520	portrait	German	1501-1550
39626-4christx.jpg	Titian was involved in a number of public works undertaken by Doge Andrea Gritti. This St Christopher is over the staircase leading to the doge's private apartment as a talisman against assassination. The huge saint ensures the insouciant Child's protection for Venice, admirably depicted in the distance	TIZIANO Vecellio	St Christopher	Fresco, 310 x 186 cm	1524	religious	Italian	1501-1550
41178-zchrist1.jpg	"In this triptych a family of seven gathers closely around the central figure of Christ as Salvator Mundi. The table in the centre is strewn with cut flowers.Through the biblical verses inscribed overhead, the family engages in a dialogue with Christ on salvation and afterlife. On the central tablet affixed to the green canopy appear Jesus's words ""Because I live, ye shall live also"" (John 14:19). The four eldest family members respond with invocatory verses from the Book of Psalms on plaques hung from hooks on the rear wall.The city depicted in Christ's orb is Hamburg, shown in a topographically accurate view from the east"	UNKNOWN MASTER, German	Christ Blessing, Surrounded by a Donor Family (central panel)	Oil and gold on oak panel, 78 x 96 cm	1573-82	religious	German	1551-1600
38218-gallopin.jpg	The present painting is one of a group of at least four pictures commissioned from the artist by the Heron family in and about 1776. It shows Mr. Heron of Daresbury galloping on his bay hunter exercising hound	STRINGER, Thomas	George Heron Galloping	Oil on canvas, 612 x 891 cm	c. 1776	portrait	English	1751-1800
26082-25notri1.jpg	The triptych with the Virgin and Child Enthroned in Vienna must have been painted before 1488. The present donor, dressed in a dark tabard, is not by Memling and conceals another figure who turns out to be none other than Abbot Jan Crabbe, who died in 1488. The wings show the two St Johns with the `living' figures of Adam and Eve in niches on the exterior (seen when the wings are closed).For the first time the painting includes the italianate motif of putti stretching festoons across the scene at the top. Similar figures appear on a couple of other occasions in Memling, including the Resurrection triptych (Paris, Musée du Louvre) and the Virgin Enthroned in Florence	MEMLING, Hans	Triptych	Oil on wood, 69 x 47 cm (central), 63,5 x 18,5 cm each wing)	c. 1485	religious	Flemish	1451-1500
01122-navicell.jpg	This panel was executed after Giotto's famous mosaic on the west wall of the oratory of Santa Maria in Turri, in the atrium of the old St. Peter's in Rome	ANTONIAZZO ROMANO	The Navicella	Wood, transferred to canvas, 190 x 179 cm	c. 1485	religious	Italian	1451-1500
13919-p_hulft.jpg	Gerard Pietersz. Hulft (1621-1656) was First Councillor and Director-general of the VOC (Dutch East India Company). The portrait within the painted frame is typical of Flinck's style in the 1650s. By then he had largely abandoned a Rembrandtesque style in favour of a brighter manner of painting inspired by Van Dyck. The still-life surrounding the portrait is unique in Flinck's portrait oeuvre	FLINCK, Govert Teunisz.	Portrait of Gerard Pietersz. Hulft	Oil on canvas, 130 x 103 cm	1654	portrait	Dutch	1601-1650
32150-y_bull.jpg	In the work of Paulus Potter views of nature and animals are seen for their own sake, and not as a backdrop for human action. Potter can paint equally well the bright sunlight and the cool air, but his real fame lies with his penetrating portraits of animals. His best-known work is the life-size Young Bull, an unusual heroization of a single animal, a counterpart to the monumental trend of Ruisdael and Cuyp.Although at first sight it appears to be a portrait of a prize young bull Potter most probably composed his famous beast from studies of more than one animal since its dewlap, horns, and teeth belong to bulls of different ages. The ancient Greek painter Zeuxis used a similar method; when he painted his portrait of Helen in the city of Croton he chose five beautiful virgins, in order to copy the finest features of each, for in one woman he felt he could not find perfect beauty.What makes this painting so special is the fact that Potter painted something as ordinary as a bull on such a grand scale - which had never been done before. And despite this large size, he paid great attention to the smallest details.During the nineteenth century the Young Bull by the twenty-two-year-old Potter ranked close in fame to the Night Watch of Rembrandt. Later generations have been less captivated by Potter's fidelity to nature when he worked life-size. Although the shapes of the farmer, the tree, and the bull against the light sky are impressive and the textures of the animals have been convincingly represented by the use of an original impasto which approaches relief, the entire foreground of this huge canvas seems airless. Atmosphere enters the picture only in the lovely distant view on the right, where a sunny light plays upon the cattle in the meadows and on the woods, making this passage one of his loveliest landscapes. Potter is more consistent on a small scale, and his cabinet pieces show him at his best.	POTTER, Paulus	The Young Bull	Oil on canvas, 236 x 339 cm	1647	genre	Dutch	1601-1650
13632-09ferenc.jpg	According to the Bible, the older brothers who were jealous of their father's love sell Joseph to the Ishmailites (Book IV of the Old Testament). The picture  shows the most tragic scene of the betrayal. Joseph, stripped to the waist, is seized and led to the merchants in white burnous who have just arrived. Ferenczy's picture, which is the largest of all in size, opens prospects: in the background of the scene  there is a huge plain area with figures lining up in the foreground. It is not necessary to know the biblical story to understand what is going on. The foreground is divided according to  colours and forms (dark skinned people and figures wearing white mantles) which find their counterpoints in peaceful blue and brown patches of the background. The background and the sunset making colours brighter unite the composition with Joseph and a man in a luxurious mantle in the middle who rises to the same level of importance as Joseph is because of the golden mantle complementing the blue of the sky and the river.The picture was painted from beginning to end in the open air, as it is known from Valér's letter to his father, the size of the picture must have presented a lot of technical problems. The model who posed for Joseph was Valér	FERENCZY, Károly	Joseph Sold into Slavery by his Brothers	Oil on canvas, 192 x 229 cm	1900	religious	Hungarian	1851-1900
10207-1paris4.jpg	This mythological theme was very popular with the humanist-educated bourgeoisie as well as the court and Cranach the Elder painted it often.	CRANACH, Lucas the Elder	The Judgment of Paris	Limewood, 43 x 32,2 cm	1512-14	mythological	German	1501-1550
07105-crucifix.jpg	The painter was one of the first foreign artists settled in Seville. This Crucifixion was executed in the first years of his activity there	CAMPA?A, Pedro de	Crucifixion	Canvas backed by wood, 54 x 39 cm	c. 1550	religious	Spanish	1501-1550
17802-706goya.jpg	Like many other uncommissioned works, the subject of this painting has been interpreted in various ways and it has borne several descriptive titles. The woman reading the letter has been thought to be a portrait. One critic even suggested that she was the Duchess of Alba (who had died many years before the painting was made), and that she is represented with washerwomen in the background to illustrate a theme of 'Industry and Idleness'. It has also been suggested that Goya intended this painting as a pendant to Time and the Old Women. The two canvases are almost exactly the same size, were acquired for the Musée des Beaux-Arts, Lille, at the same time and have the same provenance. But there seems to be no obvious connection between the subjects of the two paintings and Time and the Old Women, which is known to have been in Goya's possession in 1812, is almost certainly a slightly earlier work. There is, in fact, little reason to doubt that the woman reading a letter, standing with her companion and a dog in front of a group of washerwomen, is a genre subject like the earlier tapestry cartoons and other decorative paintings. But the composition is less contrived and, as in many other works, chiefly the uncommissioned ones, it appears to be based on a scene that the artist had witnessed and recorded on the spot or from memory. This was one of four paintings by Goya in the collection of King Louis Philippe which had been obtained in Madrid from Goya's son	GOYA Y LUCIENTES, Francisco de	Les Jeunes or the Young Ones	Oil on canvas, 181 x 122 cm	1812-14	other	Spanish	1801-1850
